DATA,PRECIPITACAO_TOTAL_MM,TEMP_MEDIA_C,TEMP_MAXIMA_C,TEMP_MINIMA_C,UMIDADE_MEDIA,VENTO_VELOCIDADE_MEDIA_MS,CLASSIFICACAO_ESTACAO,CLASSIFICACAO_TEMP_MEDIA,DIA_SEMANA
15/09/2016,0.0,19.87,23.5,15.5,43.58,2.17,INVERNO,AGRADAVEL,QUINTA-FEIRA
16/09/2016,0.0,15.3,19.1,13.0,73.92,2.81,INVERNO,FRIO,SEXTA-FEIRA
17/09/2016,0.0,19.03,28.4,15.7,72.46,2.28,INVERNO,AGRADAVEL,SÁBADO
18/09/2016,4.0,22.33,32.3,17.5,64.71,1.94,INVERNO,AGRADAVEL,DOMINGO
19/09/2016,2.0,19.28,26.4,16.3,75.62,1.75,INVERNO,AGRADAVEL,SEGUNDA-FEIRA
20/09/2016,0.0,15.63,18.0,13.2,77.58,2.28,INVERNO,FRIO,TERÇA-FEIRA
21/09/2016,0.2,14.64,19.7,11.3,69.29,2.61,INVERNO,FRIO,QUARTA-FEIRA
22/09/2016,0.0,16.06,22.5,13.1,69.71,3.46,PRIMAVERA,FRIO,QUINTA-FEIRA
23/09/2016,0.0,19.01,29.4,14.3,63.21,2.65,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
24/09/2016,0.0,16.43,19.2,14.5,75.21,1.95,PRIMAVERA,FRIO,SÁBADO
25/09/2016,0.4,15.02,16.2,13.2,80.04,2.15,PRIMAVERA,FRIO,DOMINGO
26/09/2016,0.0,14.82,20.3,12.5,73.21,2.16,PRIMAVERA,FRIO,SEGUNDA-FEIRA
27/09/2016,0.0,15.78,22.9,11.8,65.54,2.42,PRIMAVERA,FRIO,TERÇA-FEIRA
28/09/2016,0.0,18.03,27.0,13.9,65.75,2.56,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
29/09/2016,0.0,18.46,26.0,14.1,64.54,1.68,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
30/09/2016,0.0,16.29,21.9,14.2,71.21,3.27,PRIMAVERA,FRIO,SEXTA-FEIRA
01/10/2016,0.0,15.62,19.3,13.6,75.62,3.15,PRIMAVERA,FRIO,SÁBADO
02/10/2016,0.0,17.79,23.5,15.5,69.88,3.24,PRIMAVERA,AGRADAVEL,DOMINGO
03/10/2016,11.6,16.86,18.1,16.4,80.75,2.29,PRIMAVERA,FRIO,SEGUNDA-FEIRA
04/10/2016,6.8,17.72,21.8,16.0,79.79,1.46,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
05/10/2016,0.0,17.33,21.2,14.7,73.79,2.29,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
06/10/2016,0.0,18.64,24.9,15.6,65.62,2.86,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
07/10/2016,0.0,16.42,20.6,13.8,67.92,2.02,PRIMAVERA,FRIO,SEXTA-FEIRA
08/10/2016,0.0,19.37,27.1,13.2,56.0,1.42,PRIMAVERA,AGRADAVEL,SÁBADO
09/10/2016,0.0,19.08,23.4,16.1,57.83,2.06,PRIMAVERA,AGRADAVEL,DOMINGO
10/10/2016,0.0,17.44,21.7,15.6,72.21,3.25,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
11/10/2016,0.8,17.9,23.7,15.3,74.5,2.72,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
12/10/2016,0.0,20.48,30.5,15.7,69.88,1.81,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
13/10/2016,20.0,21.88,28.5,18.1,70.42,2.31,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
14/10/2016,4.8,21.41,26.3,18.0,75.75,1.62,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
15/10/2016,0.0,22.04,28.0,19.0,74.46,1.88,PRIMAVERA,AGRADAVEL,SÁBADO
16/10/2016,0.0,24.86,32.3,19.2,62.92,1.27,PRIMAVERA,QUENTE,DOMINGO
17/10/2016,6.2,25.21,34.4,19.7,62.75,1.84,PRIMAVERA,QUENTE,SEGUNDA-FEIRA
18/10/2016,11.0,24.88,33.3,20.5,64.0,1.66,PRIMAVERA,QUENTE,TERÇA-FEIRA
19/10/2016,0.0,26.86,35.2,20.1,57.33,1.65,PRIMAVERA,QUENTE,QUARTA-FEIRA
20/10/2016,5.4,25.41,33.6,20.6,62.54,2.33,PRIMAVERA,QUENTE,QUINTA-FEIRA
21/10/2016,3.6,20.63,22.7,18.8,76.04,2.47,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
22/10/2016,0.0,18.43,20.8,17.3,78.08,2.7,PRIMAVERA,AGRADAVEL,SÁBADO
23/10/2016,0.0,20.59,27.6,17.5,72.67,2.56,PRIMAVERA,AGRADAVEL,DOMINGO
24/10/2016,0.0,22.26,30.2,19.4,72.08,1.85,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
25/10/2016,13.6,20.57,21.6,19.3,84.46,1.42,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
26/10/2016,0.0,23.7,29.8,19.7,71.33,2.2,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
27/10/2016,19.4,21.85,26.0,18.7,73.67,3.42,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
28/10/2016,0.0,18.32,24.2,14.2,62.21,2.42,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
29/10/2016,0.0,16.07,21.7,12.5,63.25,3.16,PRIMAVERA,FRIO,SÁBADO
30/10/2016,0.0,17.74,22.9,15.3,69.0,3.52,PRIMAVERA,AGRADAVEL,DOMINGO
31/10/2016,0.0,20.76,29.5,17.0,66.75,2.38,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
01/11/2016,0.0,23.39,29.7,18.7,58.25,2.52,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
02/11/2016,0.0,25.28,31.1,21.4,50.29,2.65,PRIMAVERA,QUENTE,QUARTA-FEIRA
03/11/2016,9.8,19.98,22.7,16.7,74.75,2.07,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
04/11/2016,1.2,17.34,19.1,16.4,82.88,2.01,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
05/11/2016,0.0,17.22,21.4,15.5,73.54,2.61,PRIMAVERA,AGRADAVEL,SÁBADO
06/11/2016,37.6,19.35,26.8,16.0,75.75,1.88,PRIMAVERA,AGRADAVEL,DOMINGO
07/11/2016,0.8,20.63,27.0,17.0,73.62,1.4,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
08/11/2016,0.0,21.35,29.1,16.7,67.96,1.68,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
09/11/2016,30.2,22.71,30.5,17.9,65.29,2.44,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
10/11/2016,6.0,22.42,29.2,17.3,67.46,2.35,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
11/11/2016,0.0,24.47,31.9,19.1,62.5,2.12,PRIMAVERA,QUENTE,SEXTA-FEIRA
12/11/2016,3.4,19.37,23.3,17.4,77.25,2.82,PRIMAVERA,AGRADAVEL,SÁBADO
13/11/2016,22.0,17.7,18.5,16.9,87.12,2.39,PRIMAVERA,AGRADAVEL,DOMINGO
14/11/2016,12.2,18.65,21.8,17.2,82.12,2.83,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
15/11/2016,1.4,19.86,23.0,17.6,78.67,1.7,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
16/11/2016,15.2,21.54,29.0,17.0,69.83,2.18,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
17/11/2016,1.2,22.04,29.8,18.7,72.62,1.64,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
18/11/2016,0.2,17.95,21.0,14.2,74.79,2.48,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
19/11/2016,0.4,15.2,18.6,13.0,64.88,3.02,PRIMAVERA,FRIO,SÁBADO
20/11/2016,0.0,16.78,24.6,12.2,64.46,2.59,PRIMAVERA,FRIO,DOMINGO
21/11/2016,0.0,20.45,28.5,14.0,55.88,1.94,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
22/11/2016,0.0,21.04,26.2,18.4,53.08,1.88,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
23/11/2016,4.8,20.4,26.4,18.2,76.12,1.93,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
24/11/2016,0.0,21.68,25.9,18.4,70.38,1.84,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
25/11/2016,0.0,22.12,29.2,19.4,68.33,2.46,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
26/11/2016,0.0,22.41,29.9,18.4,69.96,2.23,PRIMAVERA,AGRADAVEL,SÁBADO
27/11/2016,0.2,23.67,30.3,19.7,67.12,1.93,PRIMAVERA,AGRADAVEL,DOMINGO
28/11/2016,4.8,24.62,31.8,21.6,66.54,1.5,PRIMAVERA,QUENTE,SEGUNDA-FEIRA
29/11/2016,21.8,21.33,24.2,17.1,79.83,1.75,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
30/11/2016,1.0,16.72,19.0,15.0,78.29,3.11,PRIMAVERA,FRIO,QUARTA-FEIRA
01/12/2016,0.0,18.04,21.9,15.5,72.46,3.26,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
02/12/2016,0.0,20.63,27.6,17.4,69.46,2.48,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
03/12/2016,15.8,22.04,29.1,18.9,72.92,2.52,PRIMAVERA,AGRADAVEL,SÁBADO
04/12/2016,0.0,22.47,29.3,18.3,66.67,4.62,PRIMAVERA,AGRADAVEL,DOMINGO
05/12/2016,7.0,19.97,27.4,16.0,69.21,2.5,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
06/12/2016,0.0,22.34,29.9,16.0,48.12,1.69,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
07/12/2016,0.2,23.65,30.1,18.7,55.29,1.26,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
08/12/2016,0.0,24.77,31.1,19.8,59.96,1.98,PRIMAVERA,QUENTE,QUINTA-FEIRA
09/12/2016,0.6,23.73,30.1,21.1,66.21,1.93,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
10/12/2016,5.8,23.72,30.0,20.9,71.25,2.02,PRIMAVERA,AGRADAVEL,SÁBADO
11/12/2016,11.0,22.87,27.1,21.9,77.17,3.1,PRIMAVERA,AGRADAVEL,DOMINGO
12/12/2016,43.2,21.45,23.3,19.5,84.04,1.0,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
13/12/2016,0.0,24.4,31.1,19.7,70.96,1.49,PRIMAVERA,QUENTE,TERÇA-FEIRA
14/12/2016,0.0,23.01,25.9,18.9,70.92,2.13,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
15/12/2016,0.4,17.05,18.5,15.6,77.54,3.41,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
16/12/2016,0.0,17.89,22.0,14.5,68.88,3.37,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
17/12/2016,0.0,20.65,27.4,16.2,66.29,2.78,PRIMAVERA,AGRADAVEL,SÁBADO
18/12/2016,54.2,21.24,28.2,16.6,71.46,2.16,PRIMAVERA,AGRADAVEL,DOMINGO
19/12/2016,0.0,22.08,29.1,18.1,66.33,1.42,PRIMAVERA,AGRADAVEL,SEGUNDA-FEIRA
20/12/2016,5.8,22.2,28.4,18.5,65.96,2.13,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
21/12/2016,1.6,22.56,29.0,17.9,65.17,1.68,VERAO,AGRADAVEL,QUARTA-FEIRA
22/12/2016,0.0,23.8,29.4,20.0,62.33,1.94,VERAO,AGRADAVEL,QUINTA-FEIRA
23/12/2016,12.2,24.81,32.7,20.2,60.54,1.59,VERAO,QUENTE,SEXTA-FEIRA
24/12/2016,4.0,24.76,32.4,19.9,56.83,1.87,VERAO,QUENTE,SÁBADO
25/12/2016,0.0,25.47,30.9,21.2,56.92,1.63,VERAO,QUENTE,DOMINGO
26/12/2016,0.0,26.89,33.3,20.9,52.33,1.63,VERAO,QUENTE,SEGUNDA-FEIRA
27/12/2016,0.0,28.06,32.8,24.4,50.21,1.91,VERAO,QUENTE,TERÇA-FEIRA
28/12/2016,0.0,26.64,32.2,22.9,51.79,1.25,VERAO,QUENTE,QUARTA-FEIRA
29/12/2016,1.2,25.87,32.9,22.4,58.88,1.54,VERAO,QUENTE,QUINTA-FEIRA
30/12/2016,0.0,25.78,31.0,22.2,62.92,2.15,VERAO,QUENTE,SEXTA-FEIRA
31/12/2016,0.2,26.08,30.4,22.9,60.21,1.83,VERAO,QUENTE,SÁBADO
